,city,lat,lng,country,population
2346,Choi Hung,22.335,114.2067,Hong Kong,18435.0
2347,Basse Santa Su,13.3167,-14.2167,"Gambia, The",18414.0
2348,Straşeni,47.1414,28.6103,Moldova,18376.0
2349,Nuuk,64.1767,-51.7361,Greenland,18326.0
2350,Fomboni,-12.28,43.7425,Comoros,18277.0
2351,Siloe,-29.9836,27.2792,Lesotho,18261.0
2352,Sangre Grande,10.5667,-61.1333,Trinidad and Tobago,18127.0
2353,Luganville,-15.5333,167.1667,Vanuatu,18062.0
2354,Porto Novo,17.019,-25.064,Cabo Verde,18028.0
2355,Ad Dirāz,26.2186,50.4756,Bahrain,18000.0
2356,Al Hamalah,26.1497,50.4653,Bahrain,18000.0
2357,Ptuj,46.4186,15.8714,Slovenia,17880.0
2358,Harper,4.3667,-7.7167,Liberia,17837.0
2359,Timbedgha,16.2447,-8.1675,Mauritania,17832.0
2360,Salaspils,56.8614,24.35,Latvia,17826.0
2361,Bel Air,-20.2582,57.7545,Mauritius,17605.0
2362,Scarborough,11.1833,-60.7375,Trinidad and Tobago,17537.0
2363,Gunjur,13.1833,-16.7667,"Gambia, The",17520.0
2364,Budva,42.2881,18.8425,Montenegro,17479.0
2365,Viljandi,58.3667,25.6,Estonia,17407.0
2366,Betio,1.35,172.9333,Kiribati,17356.0
2367,New Amsterdam,6.25,-57.5167,Guyana,17329.0
2368,Moroni,-11.699,43.256,Comoros,17267.0
2369,Bayt Ūmmar,31.6233,35.1045,West Bank,16977.0
2370,Keetmanshoop,-26.5833,18.1333,Namibia,16800.0
2371,Latsia,35.1,33.3667,Cyprus,16774.0
2372,Ocho Rios,18.4167,-77.1167,Jamaica,16671.0
2373,Añisoc,1.85,10.7667,Equatorial Guinea,16626.0
2374,Micoud,13.819,-60.9,Saint Lucia,16620.0
2375,Ceadîr-Lunga,46.055,28.8303,Moldova,16605.0
2376,Eenhana,-17.4658,16.3369,Namibia,16588.0
2377,Mārupe,56.9069,24.0575,Latvia,16544.0
2378,Greenville,5.0167,-9.0333,Liberia,16434.0
2379,Gasparillo,10.3167,-61.4167,Trinidad and Tobago,16426.0
2380,Tukums,56.9688,23.1535,Latvia,16318.0
2381,Domoni,-12.2586,44.5303,Comoros,16276.0
2382,Maardu,59.4781,25.0161,Estonia,16170.0
2383,Trindade,0.3,6.6833,Sao Tome and Principe,16140.0
2384,Ya‘bad,32.4457,35.1682,West Bank,16012.0
2385,Alotau,-10.3167,150.4333,Papua New Guinea,15939.0
2386,Codru,46.9753,28.8194,Moldova,15934.0
2387,Bar,42.1,19.1,Montenegro,15868.0
2388,Dembeni,-12.8339,45.1725,Mayotte,15848.0
2389,Maliana,-8.9917,125.2197,Timor-Leste,15800.0
2390,Centre de Flacq,-20.2002,57.7177,Mauritius,15791.0
2391,Vieux Fort,13.728,-60.954,Saint Lucia,15750.0
2392,Bengonbeyene,1.6931,11.0342,Equatorial Guinea,15644.0
2393,Marsaskala,35.8625,14.5675,Malta,15579.0
2394,Rakvere,59.35,26.35,Estonia,15516.0
2395,Escaldes-Engordany,42.5089,1.5408,Andorra,15506.0
2396,Differdange,49.5222,5.8917,Luxembourg,15455.0
2397,Tari,-5.8489,142.9506,Papua New Guinea,15413.0
2398,Żabbar,35.8772,14.5381,Malta,15404.0
2399,Bambous,-20.26,57.4148,Mauritius,15345.0
2400,Le Hochet,-20.135,57.5211,Mauritius,15034.0
2401,Struga,41.1775,20.6789,North Macedonia,15009.0
2402,Paralímni,35.0333,33.9833,Cyprus,14963.0
2403,Baucau,-8.4757,126.4563,Timor-Leste,14961.0
2404,Naxxar,35.915,14.4447,Malta,14890.0
2405,Tadjourah,11.7833,42.8833,Djibouti,14820.0
2406,Port Antonio,18.1757,-76.4503,Jamaica,14816.0
2407,Al Mālikīyah,26.1008,50.4878,Bahrain,14800.0
2408,Roseau,15.3014,-61.3883,Dominica,14725.0
2409,San Ġwann,35.9094,14.4786,Malta,14720.0
2410,Cēsis,57.3131,25.2747,Latvia,14699.0
2411,Baie du Tombeau,-20.1138,57.5066,Mauritius,14687.0
2412,Sigulda,57.1539,24.8544,Latvia,14632.0
2413,Ágios Athanásios,34.7086,33.0503,Cyprus,14578.0
2414,Debar,41.525,20.5272,North Macedonia,14561.0
2415,Essau,13.4833,-16.5333,"Gambia, The",14560.0
2416,Siparia,10.1333,-61.5,Trinidad and Tobago,14535.0
2417,Mésa Geitoniá,34.7022,33.0453,Cyprus,14477.0
2418,Radoviš,41.6381,22.4644,North Macedonia,14460.0
2419,Bēylul,13.2639,42.3347,Eritrea,14055.0
2420,Mbini,1.5833,9.6167,Equatorial Guinea,14034.0
2421,Bandraboua,-12.7254,45.1072,Mayotte,13989.0
2422,Tsingoni,-12.7858,45.1113,Mayotte,13934.0
2423,Bog Walk,18.102,-77.0054,Jamaica,13889.0
2424,Weno,7.4417,151.8583,"Micronesia, Federated States of",13856.0
2425,Trbovlje,46.15,15.05,Slovenia,13822.0
2426,Ewarton,18.1833,-77.0833,Jamaica,13807.0
2427,Plav,42.6,19.94,Montenegro,13805.0
2428,Kamnik,46.2257,14.612,Slovenia,13800.0
2429,San Ġiljan,35.9186,14.49,Malta,13792.0
2430,Orange Walk,18.075,-88.5583,Belize,13750.0
2431,Jesenice,46.4366,14.0602,Slovenia,13702.0
2432,Saint Ann’s Bay,18.436,-77.202,Jamaica,13671.0
2433,Rožaje,42.84,20.16,Montenegro,13608.0
2434,West End,26.6867,-78.975,"Bahamas, The",13577.0
2435,Corozal,18.4,-88.4,Belize,13502.0
2436,Germasógeia,34.7181,33.0856,Cyprus,13421.0
2437,Aconibe,1.3,10.9333,Equatorial Guinea,13382.0
2438,Kotor,42.43,18.77,Montenegro,13347.0
2439,Tórshavn,62.0,-6.7833,Faroe Islands,13326.0
2440,Domžale,46.1394,14.595,Slovenia,13222.0
2441,Basseterre,17.3,-62.7333,Saint Kitts and Nevis,13220.0
2442,Tubmanburg,6.8667,-10.8167,Liberia,13114.0
2443,Al Jumaylīyah,25.6208,51.0819,Qatar,13085.0
2444,Adi Keyh,14.8333,39.3667,Eritrea,13061.0
2445,Nova Gorica,45.9558,13.6433,Slovenia,13031.0
2446,Bisee,14.0243,-60.9744,Saint Lucia,12980.0
2447,Kingstown,13.1578,-61.225,Saint Vincent and the Grenadines,12909.0
2448,Bijelo Polje,43.04,19.75,Montenegro,12900.0
2449,Encamp,42.5361,1.5828,Andorra,12826.0
2450,Nieuw Nickerie,5.9333,-56.9833,Suriname,12818.0
2451,Rose Belle,-20.4025,57.6061,Mauritius,12799.0
2452,Kuressaare,58.25,22.4833,Estonia,12698.0
2453,Caió,11.9278,-16.2028,Guinea-Bissau,12696.0
2454,Road Town,18.4167,-64.6167,"Virgin Islands, British",12603.0
2455,Pago Pago,-14.274,-170.7046,American Samoa,12576.0
2456,Saint David’s,12.0444,-61.6806,Grenada,12486.0
2457,Cetinje,42.3894,18.9247,Montenegro,12460.0
2458,Anna Regina,7.2633,-58.4806,Guyana,12448.0
2459,Sillamäe,59.3931,27.7742,Estonia,12439.0
2460,Meerzorg,5.8072,-55.1469,Suriname,12405.0
2461,Assomada,15.0949,-23.6654,Cabo Verde,12026.0
2462,Princetown,5.9049,-57.1391,Guyana,12000.0
2463,Madina do Boé,11.75,-14.2167,Guinea-Bissau,12000.0
2464,Karrānah,26.2306,50.5108,Bahrain,12000.0
2465,Bissorã,12.04,-15.4281,Guinea-Bissau,11964.0
2466,Bissorã,12.2167,-15.45,Guinea-Bissau,11964.0
2467,Grand Baie,-20.0131,57.5844,Mauritius,11910.0
2468,Lalmatie,-20.0184,57.5802,Mauritius,11910.0
2469,Żebbuġ,35.8731,14.4419,Malta,11903.0
2470,Võru,57.8486,26.9928,Estonia,11865.0
2471,Škofja Loka,46.1672,14.303,Slovenia,11797.0
2472,Valga,57.7833,26.0333,Estonia,11792.0
2473,San Pedro,17.9214,-87.9611,Belize,11767.0
2474,Gatumba,-3.3333,29.25,Burundi,11700.0
2475,Izola,45.5344,13.6675,Slovenia,11682.0
2476,Fgura,35.8725,14.5228,Malta,11670.0
2477,La Massana,42.5444,1.5144,Andorra,11591.0
2478,Ghinda’e,15.45,39.0833,Eritrea,11560.0
2479,Żejtun,35.8556,14.5333,Malta,11508.0
2480,Rabat,35.8817,14.3989,Malta,11497.0
2481,Edd,13.9333,41.7,Eritrea,11259.0
2482,Arta,11.5236,42.8472,Djibouti,11221.0
2483,Busumbala,13.3333,-16.6667,"Gambia, The",11189.0
2484,Sada,-12.8511,45.0997,Mayotte,11156.0
2485,Ýpsonas,34.6894,32.9614,Cyprus,11117.0
2486,Berane,42.84,19.86,Montenegro,11073.0
2487,Dek’emhāre,15.0667,39.0333,Eritrea,10959.0
2488,Serravalle,43.9717,12.4817,San Marino,10878.0
2489,Adda-Douéni,-12.3,44.5,Comoros,10858.0
2490,Moengo,5.6167,-54.4,Suriname,10834.0
2491,Kralendijk,12.1444,-68.2656,"Bonaire, Sint Eustatius, and Saba",10620.0
2492,Surinam,-20.5139,57.5111,Mauritius,10507.0
2493,Keila,59.3086,24.4225,Estonia,10499.0
2494,Jõhvi,59.3575,27.4269,Estonia,10482.0
2495,Hithadhoo,-0.6094,73.0899,Maldives,10398.0
2496,Brikama Ba,13.5333,-14.9333,"Gambia, The",10343.0
2497,Karuzi,-3.1,30.1667,Burundi,10317.0
2498,Santana,0.2583,6.7417,Sao Tome and Principe,10290.0
2499,Bandrele,-12.9092,45.1944,Mayotte,10282.0
2500,Kulhudhuffushi,6.6225,73.0703,Maldives,10251.0
2501,Dangriga,16.9667,-88.2167,Belize,10217.0
2502,Ouangani,-12.8487,45.1446,Mayotte,10203.0
2503,Al Jazīrah al Ḩamrā’,25.7089,55.7972,United Arab Emirates,10190.0
2504,Okondja,-0.6829,13.7833,Gabon,10136.0
2505,Gambissara,13.2333,-14.3167,"Gambia, The",10102.0
2506,Neves,0.3592,6.5517,Sao Tome and Principe,10068.0
2507,Kirundo,-2.59,30.09,Burundi,10024.0
2508,Kourani,-11.8511,43.4261,Comoros,10000.0
2509,Rebola,3.7192,8.8531,Equatorial Guinea,10000.0
2510,Sant Julià de Lòria,42.465,1.4911,Andorra,9915.0
2511,Tutong,4.8067,114.6592,Brunei,9883.0
2512,Geylegphug,26.8706,90.4856,Bhutan,9858.0
2513,Selfoss,63.9333,-21.0,Iceland,9812.0
2514,Sigatoka,-18.15,177.5,Fiji,9622.0
2515,Muyinga,-2.85,30.3333,Burundi,9609.0
2516,Pedra Badejo,15.1375,-23.5333,Cabo Verde,9530.0
2517,Makamba,-4.1333,29.8,Burundi,9396.0
2518,Haapsalu,58.9394,23.5408,Estonia,9375.0
2519,Tivat,42.43,18.7,Montenegro,9367.0
2520,Samdrup Jongkhar,26.8,91.505,Bhutan,9325.0
2521,Onchan,54.175,-4.455,Isle of Man,9172.0
2522,Manatuto,-8.5114,126.0131,Timor-Leste,9022.0
2523,Saint Sampson,49.4819,-2.5411,Guernsey,8966.0
2524,Wangdue Phodrang,27.4833,89.9,Bhutan,8954.0
2525,Bazimini,-12.1833,44.45,Comoros,8952.0
2526,Chirongui,-12.9344,45.1511,Mayotte,8920.0
2527,Ak’ordat,15.55,37.8833,Eritrea,8857.0
2528,Kampong Tunah Jambu,4.9957,115.0019,Brunei,8809.0
2529,Koror,7.3419,134.4792,Palau,8744.0
2530,Nefasīt,15.3333,39.0619,Eritrea,8600.0
2531,Bartica,6.4,-58.6167,Guyana,8532.0
2532,Koné,-21.059,164.8518,New Caledonia,8144.0
2533,Gleno,-8.7239,125.4361,Timor-Leste,8133.0
2534,Buba,11.59,-14.99,Guinea-Bissau,7898.0
2535,Foammulah,-0.2932,73.4236,Maldives,7888.0
2536,Auki,-8.7678,160.6978,Solomon Islands,7882.0
2537,Luba,3.45,8.55,Equatorial Guinea,7739.0
2538,Guadalupe,0.38,6.6381,Sao Tome and Principe,7604.0
2539,Mongomo,1.6287,11.3168,Equatorial Guinea,7251.0
2540,Diekirch,49.8681,6.1567,Luxembourg,7047.0
2541,Borgo Maggiore,43.945,12.4497,San Marino,6871.0
2542,Ndendé,-2.3829,11.3833,Gabon,6436.0
2543,Siteki,-26.455,31.952,Eswatini,6381.0
2544,Sal Rei,16.176,-22.9171,Cabo Verde,6357.0
2545,Funafuti,-8.5167,179.2,Tuvalu,6320.0
2546,Punakha,27.5833,89.8583,Bhutan,6262.0
2547,Jakar,27.55,90.7333,Bhutan,6243.0
2548,Palikir,6.9172,158.1589,"Micronesia, Federated States of",6227.0
2549,Espargos,16.7546,-22.9453,Cabo Verde,6173.0
2550,Gizo,-8.1056,156.8389,Solomon Islands,6154.0
2551,Viqueque,-8.8575,126.3647,Timor-Leste,6078.0
2552,Kolonia,6.9639,158.2081,"Micronesia, Federated States of",6074.0
2553,Schaan,47.1667,9.5097,Liechtenstein,6039.0
2554,Echternach,49.8117,6.4217,Luxembourg,5870.0
2555,Lobamba,-26.4667,31.2,Eswatini,5800.0
2556,Canillo,42.5667,1.6,Andorra,5781.0
2557,Piggs Peak,-25.961,31.247,Eswatini,5750.0
2558,Marigot,18.0706,-63.0847,Saint Martin,5700.0
2559,Cacheu,12.2667,-16.1667,Guinea-Bissau,5674.0
2560,Vaduz,47.1406,9.5222,Liechtenstein,5668.0
2561,Nieuw Amsterdam,5.8833,-55.0833,Suriname,5650.0
2562,Sisimiut,66.9389,-53.6722,Greenland,5582.0
2563,Petnjica,42.9089,19.9644,Montenegro,5482.0
2564,Wiltz,49.9661,5.9325,Luxembourg,5427.0
2565,Viligili,0.7569,73.4361,Maldives,5370.0
2566,Triesen,47.1,9.5333,Liechtenstein,5275.0
2567,Albina,5.5,-54.05,Suriname,5247.0
2568,Tarrafal,16.566,-24.357,Cabo Verde,5237.0
2569,Thinadhoo,0.5302,72.9965,Maldives,5230.0
2570,Saint-Pierre,46.7817,-56.1736,Saint Pierre and Miquelon,5223.0
2571,Liquiçá,-8.5875,125.3419,Timor-Leste,5152.0
2572,Catió,11.2833,-15.25,Guinea-Bissau,5081.0
2573,Punta Gorda,16.1,-88.8,Belize,5026.0
2574,Bolama,11.5776,-15.4742,Guinea-Bissau,5026.0
2575,Palé,-1.4069,5.6322,Equatorial Guinea,5008.0
2576,Samtse,27.0333,89.0833,Bhutan,4981.0
2577,Grevenmacher,49.6806,6.4417,Luxembourg,4981.0
2578,Ordino,42.555,1.5331,Andorra,4858.0
2579,Brownsweg,5.0164,-55.1669,Suriname,4793.0
2580,Ponta do Sol,17.202,-25.093,Cabo Verde,4738.0
2581,Ilulissat,69.2167,-51.1,Greenland,4737.0
2582,Klaksvík,62.2375,-6.539,Faroe Islands,4664.0
2583,Balzers,47.0667,9.5,Liechtenstein,4642.0
2584,Eschen,47.2167,9.5167,Liechtenstein,4459.0
2585,Mauren,47.2167,9.5333,Liechtenstein,4404.0
2586,Kuala Belait,4.5828,114.1918,Brunei,4259.0
2587,Calheta de São Miguel,15.1875,-23.5917,Cabo Verde,4123.0
2588,Naifaru,5.4444,73.3657,Maldives,4103.0
2589,San Marino,43.9346,12.4473,San Marino,4040.0
2590,Remich,49.5444,6.3667,Luxembourg,4015.0
2591,Avarua,-21.207,-159.771,Cook Islands,4009.0
2592,Belmopan,17.2522,-88.7639,Belize,4000.0
2593,Neiafu,-18.6508,-173.9831,Tonga,3845.0
2594,Grand Turk,21.459,-71.139,Turks and Caicos Islands,3700.0
2595,Lavumisa,-27.2962,31.9,Eswatini,3695.0
2596,São João dos Angolares,0.1333,6.65,Sao Tome and Principe,3605.0
2597,Domagnano,43.95,12.4667,San Marino,3565.0
2598,Mongar,27.275,91.24,Bhutan,3502.0
2599,Kirakira,-10.4544,161.9205,Solomon Islands,3500.0
2600,The Valley,18.2208,-63.0517,Anguilla,3269.0
2601,Sinnamary,5.38,-52.96,French Guiana,3180.0
2602,Evinayong,1.45,10.5667,Equatorial Guinea,3170.0
2603,Kudahuvadhoo,2.6711,72.8935,Maldives,3132.0
2604,Colonia,9.5167,138.1333,"Micronesia, Federated States of",3126.0
2605,Ainaro,-8.9969,125.505,Timor-Leste,3085.0
2606,Aasiaat,68.7097,-52.8694,Greenland,3069.0
2607,Porto Inglês,15.1375,-23.2083,Cabo Verde,3056.0
2608,Qaqortoq,60.7222,-46.0403,Greenland,3050.0
2609,Trashigang,27.3326,91.5528,Bhutan,3037.0
2610,Lethem,3.3833,-59.8,Guyana,3000.0
2611,Mahibadhoo,3.7575,72.9686,Maldives,3000.0
2612,Ribeira Grande,17.183,-25.065,Cabo Verde,2950.0
2613,São Domingos,15.025,-23.5625,Cabo Verde,2818.0
2614,Groningen,5.8,-55.4667,Suriname,2818.0
2615,Buala,-8.1448,159.5905,Solomon Islands,2813.0
2616,Hlatikulu,-27.0,31.4167,Eswatini,2748.0
2617,Saint-Georges,3.9105,-51.81,French Guiana,2742.0
2618,Trashi Yangtse,27.5833,91.4667,Bhutan,2735.0
2619,Trongsa,27.4994,90.5047,Bhutan,2695.0
2620,Eydhafushi,5.1038,73.0704,Maldives,2658.0
2621,Triesenberg,47.1181,9.5433,Liechtenstein,2643.0
2622,Santo António,1.6367,7.4178,Sao Tome and Principe,2620.0
2623,Ísafjörður,66.0758,-23.1267,Iceland,2620.0
2624,Sauðárkrókur,65.7461,-19.6394,Iceland,2614.0
2625,Tofol,5.3258,163.0086,"Micronesia, Federated States of",2591.0
2626,Egilsstaðir,65.2667,-14.4,Iceland,2572.0
2627,Mahdia,5.2825,-59.15,Guyana,2563.0
2628,Fiorentino,43.9106,12.4556,San Marino,2548.0
2629,Capitol Hill,15.2137,145.7546,Northern Mariana Islands,2500.0
2630,Brokopondo,5.0667,-54.9667,Suriname,2480.0
2631,Höfn,64.25,-15.2167,Iceland,2389.0
2632,Paro,27.4333,89.4167,Bhutan,2362.0
2633,Zhemgang,27.2134,90.655,Bhutan,2332.0
2634,Gustavia,17.8979,-62.8506,Saint Barthelemy,2300.0
2635,Ruggell,47.2433,9.53,Liechtenstein,2295.0
2636,Roura,4.73,-52.33,French Guiana,2229.0
2637,Onverwacht,5.5931,-55.1939,Suriname,2223.0
2638,Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),2213.0
2639,Borgarnes,64.5333,-21.9167,Iceland,2181.0
2640,Vianden,49.9,6.2,Luxembourg,2161.0
2641,Totness,5.8775,-56.3292,Suriname,2150.0
2642,Acquaviva,43.9457,12.4185,San Marino,2145.0
2643,Funadhoo,6.1482,73.29,Maldives,2104.0
2644,Same,-9.0042,125.6486,Timor-Leste,2100.0
2645,Manadhoo,5.7628,73.4106,Maldives,2041.0
2646,Djibloho,1.5889,10.8225,Equatorial Guinea,2000.0
2647,Afega,-13.8019,-171.8217,Samoa,1998.0
2648,Capellen,49.6444,5.9897,Luxembourg,1986.0
2649,Tasiilaq,65.6136,-37.6311,Greenland,1985.0
2650,Philipsburg,18.0237,-63.0458,Sint Maarten,1894.0
2651,Longyearbyen,78.2167,15.6333,Svalbard,1753.0
2652,Gamprin,47.2167,9.5,Liechtenstein,1663.0
2653,Flying Fish Cove,-10.4261,105.6728,Christmas Island,1599.0
2654,Iracoubo,5.4804,-53.22,French Guiana,1536.0
2655,Ungoofaaru,5.6681,73.0306,Maldives,1531.0
2656,Clervaux,50.05,6.0333,Luxembourg,1468.0
2657,Uummannaq,70.6747,-52.1264,Greenland,1407.0
2658,Veymandoo,2.1881,73.0947,Maldives,1321.0
2659,Fulacunda,11.7756,-15.1822,Guinea-Bissau,1311.0
2660,Paamiut,61.9944,-49.6667,Greenland,1308.0
2661,Safotu,-13.4528,-172.4036,Samoa,1270.0
2662,Mabaruma,8.2,-59.7833,Guyana,1254.0
2663,Tulagi,-9.1031,160.1506,Solomon Islands,1251.0
2664,Isangel,-19.53,169.28,Vanuatu,1200.0
2665,Leulumoega,-13.8167,-171.9167,Samoa,1184.0
2666,Faetano,43.9256,12.4983,San Marino,1177.0
2667,Daga,27.0667,89.8833,Bhutan,1146.0
2668,Chiesanuova,43.9045,12.4208,San Marino,1143.0
2669,Asau,-13.5194,-172.6372,Samoa,1133.0
2670,Upernavik,72.7869,-56.1472,Greenland,1092.0
2671,Schellenberg,47.2336,9.5481,Liechtenstein,1091.0
2672,Qasigiannguit,68.8201,-51.1932,Greenland,1081.0
2673,Hagåtña,13.4745,144.7504,Guam,1051.0
2674,Oranjestad,17.4833,-62.9833,"Bonaire, Sint Eustatius, and Saba",1038.0
2675,Mata-Utu,-13.2825,-176.1736,Wallis and Futuna,1029.0
2676,Montegiardino,43.9089,12.4844,San Marino,967.0
2677,Lufilufi,-13.85,-171.5833,Samoa,949.0
2678,Hamilton,32.2942,-64.7819,Bermuda,854.0
2679,Godhavn,69.2472,-53.5333,Greenland,839.0
2680,Vatican City,41.904,12.453,Vatican City,825.0
2681,Yaren,-0.5456,166.925,Nauru,803.0
2682,Vailoa,-13.7558,-172.3064,Samoa,784.0
2683,Jamestown,-15.9251,-5.7179,"Saint Helena, Ascension, and Tristan da Cunha",714.0
2684,Hvalba,61.6,-6.9556,Faroe Islands,713.0
2685,Lakatoro,-16.1069,167.4208,Vanuatu,705.0
2686,Ituni,5.5333,-58.25,Guyana,676.0
2687,Qaanaaq,77.4667,-69.2306,Greenland,646.0
2688,Tigoa,-11.5531,160.0647,Solomon Islands,613.0
2689,Saleaula,-13.4501,-172.3335,Samoa,600.0
2690,Alofi,-19.056,-169.921,Niue,597.0
2691,Lata,-10.738,165.8567,Solomon Islands,553.0
2692,Felidhoo,3.4717,73.5472,Maldives,506.0
2693,Planken,47.1833,9.5333,Liechtenstein,478.0
2694,Vreed-en-Hoop,6.8076,-58.1815,Guyana,469.0
2695,The Bottom,17.6261,-63.2492,"Bonaire, Sint Eustatius, and Saba",462.0
2696,Kullorsuaq,74.5792,-57.2181,Greenland,453.0
2697,Bangar,4.7086,115.0739,Brunei,451.0
2698,Skopun,61.9125,-6.8719,Faroe Islands,446.0
2699,Hvannasund,62.2833,-6.5167,Faroe Islands,414.0
2700,Brades,16.7928,-62.2106,Montserrat,391.0
2701,Scoresbysund,70.4853,-21.9667,Greenland,345.0
2702,Kingston,-29.0606,167.9619,Norfolk Island,341.0
2703,Leava,-14.2933,-178.1583,Wallis and Futuna,322.0
2704,Basse-Terre,16.0104,-61.7055,Guadeloupe,307.0
2705,Porkeri,61.4814,-6.7458,Faroe Islands,297.0
2706,Melekeok,7.5006,134.6241,Palau,271.0
2707,Ngerulmud,7.5006,134.6242,Palau,271.0
2708,Tasiusaq,73.3689,-56.0556,Greenland,252.0
2709,Fort Wellington,6.4,-57.6167,Guyana,118.0
2710,Grytviken,-54.2806,-36.508,South Georgia and South Sandwich Islands,99.0
2711,Fámjin,61.5264,-6.8769,Faroe Islands,83.0
2712,Adamstown,-25.0667,-130.0833,Pitcairn Islands,47.0
2713,Samamea,-13.9333,-171.5333,Samoa,45.0
2714,Nhlangano,-27.1122,31.1983,Eswatini,
2715,Sandur,61.8344,-6.8171,Faroe Islands,
2716,Fuglafjørður,62.2448,-6.815,Faroe Islands,
2717,Hov,61.5068,-6.7599,Faroe Islands,
2718,Vágur,61.4733,-6.8175,Faroe Islands,
2719,Saltangará,62.1156,-6.7206,Faroe Islands,
2720,Kvívík,62.1186,-7.0737,Faroe Islands,
2721,Sumba,61.4055,-6.709,Faroe Islands,
2722,Viðareiði,62.36,-6.5313,Faroe Islands,
2723,Mersch,49.75,6.1,Luxembourg,
2724,Redange-sur-Attert,49.7652,5.8894,Luxembourg,
2725,Plymouth,16.7064,-62.2158,Montserrat,
2726,Wé,-20.9,167.2667,New Caledonia,
2727,Az̧ Z̧a‘āyin,25.5669,51.4847,Qatar,
2728,Umm Şalāl ‘Alī,25.4697,51.3975,Qatar,
2729,Madīnat ash Shamāl,26.1167,51.2167,Qatar,
2730,Edinburgh of the Seven Seas,-37.0675,-12.3105,"Saint Helena, Ascension, and Tristan da Cunha",
2731,Georgetown,-7.9286,-14.4119,"Saint Helena, Ascension, and Tristan da Cunha",
2732,Safotulafai,-13.6817,-172.185,Samoa,
2733,Mulifanua,-13.8333,-171.9833,Samoa,
2734,Satupa‘itea,-13.7659,-172.3269,Samoa,
2735,Taro,-6.7111,156.3972,Solomon Islands,
2736,King Edward Point,-54.2833,-36.5,South Georgia And South Sandwich Islands,
2737,Lospalos,-8.5217,126.9983,Timor-Leste,
2738,Aileu,-8.7281,125.5664,Timor-Leste,
2739,Pante Macassar,-9.2,124.3833,Timor-Leste,
2740,Suai,-9.3129,125.2565,Timor-Leste,
2741,Charlotte Amalie,18.342,-64.9331,U.S. Virgin Islands,
2742,Sola,-13.875,167.55,Vanuatu,
2743,Saratamata,-15.2875,167.9903,Vanuatu,
